 R=[100.0, 28.0, 11.0, 9.6, 8.79]
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
  23   2   -526.56154227      0.48270833   105942.23      0.48271186   105943.01     13.1353
  24   2   -526.56130563      0.48294497   105994.17      0.48294850   105994.94     13.1417
  25   2   -526.56036104      0.48388956   106201.48      0.48389310   106202.26     13.1674
 
  26   3   -526.62167595      0.42257465    92744.42      0.42257819    92745.19     11.4989
  27   3   -526.61938399      0.42486661    93247.44      0.42487015    93248.22     11.5613
  28   3   -526.61303136      0.43121924    94641.68      0.43122278    94642.46     11.7342
  29   3   -526.57473272      0.46951788   103047.26      0.46952142   103048.04     12.7763
  30   3   -526.56849702      0.47575358   104415.84      0.47575711   104416.62     12.9460
  31   3   -526.56847663      0.47577396   104420.32      0.47577750   104421.09     12.9466
  32   3   -526.56807820      0.47617240   104507.76      0.47617594   104508.54     12.9574
  33   3   -526.56594932      0.47830128   104975.00      0.47830482   104975.77     13.0153
  34   3   -526.56580065      0.47844994   105007.62      0.47845348   105008.40     13.0194
  35   3   -526.56154228      0.48270831   105942.23      0.48271185   105943.01     13.1353
  36   3   -526.56130562      0.48294497   105994.17      0.48294851   105994.95     13.1417
  37   3   -526.56036104      0.48388956   106201.48      0.48389310   106202.26     13.1674
 
  38   4   -526.62169394      0.42255665    92740.47      0.42256019    92741.24     11.4984
  39   4   -526.62166982      0.42258078    92745.76      0.42258432    92746.54     11.4991
  40   4   -526.61574019      0.42851041    94047.16      0.42851395    94047.94     11.6605
  41   4   -526.57473273      0.46951787   103047.26      0.46952140   103048.04     12.7763
  42   4   -526.56849441      0.47575619   104416.41      0.47575973   104417.19     12.9461
  43   4   -526.56849228      0.47575832   104416.88      0.47576186   104417.66     12.9461
  44   4   -526.56806530      0.47618530   104510.59      0.47618884   104511.37     12.9578
  45   4   -526.56594376      0.47830683   104976.22      0.47831037   104976.99     13.0155
  46   4   -526.56580356      0.47844704   105006.99      0.47845058   105007.76     13.0193
  47   4   -526.56154859      0.48270201   105940.85      0.48270555   105941.62     13.1351
  48   4   -526.56129753      0.48295307   105995.95      0.48295660   105996.72     13.1419
  49   4   -526.56035716      0.48389344   106202.33      0.48389698   106203.11     13.1675

--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -529.94714099     -0.00000356       -0.78      0.00000000        0.00      0.0000
   2   1   -529.52474494      0.42239249    92704.44      0.42239605    92705.22     11.4940
   3   1   -529.52246428      0.42467315    93204.98      0.42467671    93205.76     11.5560
   4   1   -529.51613114      0.43100629    94594.95      0.43100985    94595.73     11.7284
   5   1   -529.47157678      0.47556065   104373.50      0.47556421   104374.28     12.9408
   6   1   -529.47118504      0.47595238   104459.47      0.47595594   104460.25     12.9514
   7   1   -529.47116628      0.47597115   104463.59      0.47597471   104464.37     12.9519
   8   1   -529.46889145      0.47824598   104962.86      0.47824954   104963.64     13.0138
   9   1   -529.46886841      0.47826902   104967.92      0.47827258   104968.70     13.0145
  10   1   -529.46475324      0.48238418   105871.09      0.48238774   105871.87     13.1264
  11   1   -529.46440493      0.48273250   105947.54      0.48273606   105948.32     13.1359
  12   1   -529.46436526      0.48277217   105956.24      0.48277573   105957.02     13.1370
  13   1   -529.45254234      0.49459509   108551.07      0.49459865   108551.86     13.4587
 
  14   2   -529.52473032      0.42240711    92707.64      0.42241067    92708.43     11.4944
  15   2   -529.52243568      0.42470175    93211.26      0.42470531    93212.04     11.5568
  16   2   -529.51607727      0.43106016    94606.77      0.43106372    94607.55     11.7298
  17   2   -529.47778900      0.46934842   103010.07      0.46935198   103010.85     12.7717
  18   2   -529.47157213      0.47556530   104374.52      0.47556886   104375.30     12.9409
  19   2   -529.47155377      0.47558366   104378.55      0.47558722   104379.33     12.9414
  20   2   -529.47114138      0.47599605   104469.06      0.47599961   104469.84     12.9526
  21   2   -529.46900796      0.47812947   104937.29      0.47813303   104938.07     13.0107
  22   2   -529.46887008      0.47826735   104967.55      0.47827091   104968.33     13.0144
  23   2   -529.46462044      0.48251698   105900.24      0.48252055   105901.02     13.1301
  24   2   -529.46435768      0.48277975   105957.91      0.48278331   105958.69     13.1372
  25   2   -529.46341667      0.48372076   106164.43      0.48372432   106165.22     13.1628
 
  26   3   -529.52473024      0.42240719    92707.66      0.42241075    92708.44     11.4944
  27   3   -529.52243579      0.42470164    93211.24      0.42470520    93212.02     11.5568
  28   3   -529.51607724      0.43106019    94606.78      0.43106375    94607.56     11.7298
  29   3   -529.47778900      0.46934842   103010.07      0.46935198   103010.85     12.7717
  30   3   -529.47157214      0.47556529   104374.52      0.47556885   104375.30     12.9409
  31   3   -529.47155369      0.47558374   104378.56      0.47558730   104379.35     12.9414
  32   3   -529.47114145      0.47599597   104469.04      0.47599953   104469.82     12.9526
  33   3   -529.46900796      0.47812946   104937.29      0.47813302   104938.07     13.0107
  34   3   -529.46887007      0.47826736   104967.55      0.47827092   104968.33     13.0144
  35   3   -529.46462042      0.48251701   105900.24      0.48252057   105901.02     13.1301
  36   3   -529.46435770      0.48277973   105957.90      0.48278329   105958.68     13.1372
  37   3   -529.46341667      0.48372075   106164.43      0.48372431   106165.22     13.1628
 
  38   4   -529.52474494      0.42239249    92704.44      0.42239605    92705.22     11.4940
  39   4   -529.52472532      0.42241211    92708.74      0.42241567    92709.52     11.4945
  40   4   -529.51879011      0.42834731    94011.37      0.42835087    94012.15     11.6560
  41   4   -529.47778891      0.46934852   103010.09      0.46935208   103010.87     12.7717
  42   4   -529.47156572      0.47557171   104375.92      0.47557527   104376.71     12.9411
  43   4   -529.47154594      0.47559148   104380.26      0.47559504   104381.05     12.9416
  44   4   -529.47115022      0.47598721   104467.12      0.47599077   104467.90     12.9524
  45   4   -529.46903053      0.47810690   104932.34      0.47811046   104933.12     13.0100
  46   4   -529.46885219      0.47828524   104971.48      0.47828880   104972.26     13.0149
  47   4   -529.46458822      0.48254921   105907.31      0.48255277   105908.09     13.1309
  48   4   -529.46438354      0.48275389   105952.23      0.48275745   105953.01     13.1365
  49   4   -529.46342060      0.48371683   106163.57      0.48372039   106164.35     13.1627

--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -527.04425417     -0.00000354       -0.78      0.00000000        0.00      0.0000
   2   1   -526.62169399      0.42255664    92740.46      0.42256018    92741.24     11.4984
   3   1   -526.61941346      0.42483717    93240.98      0.42484071    93241.76     11.5605
   4   1   -526.61308164      0.43116899    94630.66      0.43117253    94631.43     11.7328
   5   1   -526.56850572      0.47574492   104413.94      0.47574846   104414.72     12.9458
   6   1   -526.56811181      0.47613882   104500.39      0.47614236   104501.17     12.9565
   7   1   -526.56810207      0.47614856   104502.53      0.47615210   104503.31     12.9568
   8   1   -526.56582180      0.47842884   105002.99      0.47843238   105003.77     13.0188
   9   1   -526.56581303      0.47843761   105004.92      0.47844115   105005.69     13.0190
  10   1   -526.56169674      0.48255390   105908.34      0.48255744   105909.12     13.1311
  11   1   -526.56132671      0.48292392   105989.55      0.48292746   105990.33     13.1411
  12   1   -526.56132013      0.48293051   105990.99      0.48293405   105991.77     13.1413
  13   1   -526.54954484      0.49470580   108575.37      0.49470934   108576.15     13.4617
 
  14   2   -526.62167596      0.42257468    92744.42      0.42257821    92745.20     11.4989
  15   2   -526.61938409      0.42486655    93247.43      0.42487009    93248.21     11.5613
  16   2   -526.61303139      0.43121924    94641.68      0.43122278    94642.46     11.7342
  17   2   -526.57473390      0.46951673   103047.01      0.46952027   103047.79     12.7763
  18   2   -526.56849826      0.47575238   104415.58      0.47575592   104416.35     12.9460
  19   2   -526.56847728      0.47577335   104420.18      0.47577689   104420.96     12.9465
  20   2   -526.56807942      0.47617121   104507.50      0.47617475   104508.28     12.9574
  21   2   -526.56595067      0.47829996   104974.71      0.47830350   104975.48     13.0153
  22   2   -526.56580164      0.47844900   105007.42      0.47845254   105008.19     13.0194
  23   2   -526.56154321      0.48270742   105942.03      0.48271096   105942.81     13.1352
  24   2   -526.56130693      0.48294371   105993.89      0.48294724   105994.67     13.1417
  25   2   -526.56036229      0.48388834   106201.22      0.48389188   106201.99     13.1674
 
  26   3   -526.62167600      0.42257464    92744.41      0.42257818    92745.19     11.4989
  27   3   -526.61938404      0.42486660    93247.44      0.42487014    93248.22     11.5613
  28   3   -526.61303141      0.43121923    94641.68      0.43122277    94642.46     11.7342
  29   3   -526.57473390      0.46951673   103047.01      0.46952027   103047.79     12.7763
  30   3   -526.56849827      0.47575236   104415.57      0.47575590   104416.35     12.9460
  31   3   -526.56847729      0.47577334   104420.18      0.47577688   104420.96     12.9465
  32   3   -526.56807939      0.47617124   104507.51      0.47617478   104508.28     12.9574
  33   3   -526.56595067      0.47829997   104974.71      0.47830351   104975.49     13.0153
  34   3   -526.56580164      0.47844899   105007.42      0.47845253   105008.19     13.0194
  35   3   -526.56154323      0.48270741   105942.03      0.48271095   105942.81     13.1352
  36   3   -526.56130692      0.48294371   105993.89      0.48294725   105994.67     13.1417
  37   3   -526.56036229      0.48388834   106201.22      0.48389188   106201.99     13.1674
 
  38   4   -526.62169399      0.42255664    92740.46      0.42256018    92741.24     11.4984
  39   4   -526.62166987      0.42258077    92745.76      0.42258431    92746.53     11.4991
  40   4   -526.61574024      0.42851040    94047.16      0.42851394    94047.94     11.6605
  41   4   -526.57473392      0.46951672   103047.01      0.46952025   103047.78     12.7763
  42   4   -526.56849556      0.47575507   104416.17      0.47575861   104416.95     12.9461
  43   4   -526.56849359      0.47575705   104416.60      0.47576059   104417.38     12.9461
  44   4   -526.56806609      0.47618454   104510.43      0.47618808   104511.20     12.9577
  45   4   -526.56594454      0.47830610   104976.05      0.47830964   104976.83     13.0155
  46   4   -526.56580500      0.47844564   105006.68      0.47844917   105007.46     13.0193
  47   4   -526.56155014      0.48270050   105940.51      0.48270403   105941.29     13.1350
  48   4   -526.56129831      0.48295233   105995.78      0.48295587   105996.56     13.1419
  49   4   -526.56035825      0.48389238   106202.10      0.48389592   106202.88     13.1675

--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -529.94713813     -0.00000356       -0.78      0.00000000        0.00      0.0000
   2   1   -529.52472940      0.42240517    92707.22      0.42240873    92708.00     11.4943
   3   1   -529.52244936      0.42468520    93207.63      0.42468877    93208.41     11.5564
   4   1   -529.51611734      0.43101722    94597.34      0.43102078    94598.13     11.7287
   5   1   -529.47155099      0.47558357   104378.53      0.47558714   104379.31     12.9414
   6   1   -529.47116795      0.47596661   104462.60      0.47597018   104463.38     12.9518
   7   1   -529.47112672      0.47600785   104471.65      0.47601141   104472.43     12.9529
   8   1   -529.46887161      0.47826296   104966.59      0.47826652   104967.37     13.0143
   9   1   -529.46882589      0.47830867   104976.62      0.47831224   104977.40     13.0155
  10   1   -529.46472273      0.48241184   105877.16      0.48241540   105877.94     13.1272
  11   1   -529.46439271      0.48274186   105949.59      0.48274542   105950.37     13.1362
  12   1   -529.46431555      0.48281901   105966.52      0.48282258   105967.31     13.1383
  13   1   -529.45248982      0.49464474   108561.97      0.49464831   108562.76     13.4601
 
  14   2   -529.52471622      0.42241835    92710.11      0.42242191    92710.89     11.4947
  15   2   -529.52242086      0.42471370    93213.88      0.42471727    93214.67     11.5571
  16   2   -529.51606112      0.43107344    94609.68      0.43107701    94610.47     11.7302
  17   2   -529.47776993      0.46936463   103013.63      0.46936820   103014.41     12.7722
  18   2   -529.47156183      0.47557273   104376.15      0.47557630   104376.93     12.9411
  19   2   -529.47151652      0.47561804   104386.09      0.47562161   104386.88     12.9423
  20   2   -529.47110713      0.47602743   104475.94      0.47603099   104476.73     12.9535
  21   2   -529.46897772      0.47815685   104943.30      0.47816041   104944.08     13.0114
  22   2   -529.46883735      0.47829721   104974.10      0.47830078   104974.89     13.0152
  23   2   -529.46460303      0.48253154   105903.43      0.48253510   105904.21     13.1304
  24   2   -529.46431933      0.48281524   105965.70      0.48281880   105966.48     13.1382
  25   2   -529.46338103      0.48375353   106171.63      0.48375710   106172.41     13.1637
 
  26   3   -529.52471614      0.42241843    92710.13      0.42242199    92710.91     11.4947
  27   3   -529.52242097      0.42471359    93213.86      0.42471716    93214.64     11.5571
  28   3   -529.51606109      0.43107347    94609.69      0.43107703    94610.47     11.7302
  29   3   -529.47776993      0.46936463   103013.63      0.46936820   103014.41     12.7722
  30   3   -529.47156184      0.47557273   104376.15      0.47557629   104376.93     12.9411
  31   3   -529.47151645      0.47561811   104386.11      0.47562168   104386.89     12.9423
  32   3   -529.47110721      0.47602736   104475.93      0.47603092   104476.71     12.9535
  33   3   -529.46897773      0.47815684   104943.30      0.47816040   104944.08     13.0114
  34   3   -529.46883734      0.47829722   104974.11      0.47830079   104974.89     13.0152
  35   3   -529.46460301      0.48253156   105903.44      0.48253512   105904.22     13.1304
  36   3   -529.46431934      0.48281522   105965.69      0.48281878   105966.47     13.1382
  37   3   -529.46338103      0.48375353   106171.63      0.48375710   106172.41     13.1637
 
  38   4   -529.52472940      0.42240517    92707.22      0.42240873    92708.00     11.4943
  39   4   -529.52471171      0.42242285    92711.10      0.42242642    92711.88     11.4948
  40   4   -529.51877555      0.42835901    94013.94      0.42836258    94014.72     11.6563
  41   4   -529.47776973      0.46936484   103013.67      0.46936840   103014.46     12.7722
  42   4   -529.47153922      0.47559535   104381.11      0.47559891   104381.90     12.9417
  43   4   -529.47150288      0.47563169   104389.09      0.47563525   104389.87     12.9427
  44   4   -529.47113362      0.47600095   104470.13      0.47600451   104470.91     12.9527
  45   4   -529.46901506      0.47811951   104935.10      0.47812307   104935.88     13.0104
  46   4   -529.46880984      0.47832473   104980.14      0.47832829   104980.93     13.0160
  47   4   -529.46454035      0.48259422   105917.19      0.48259778   105917.97     13.1322
  48   4   -529.46437136      0.48276320   105954.28      0.48276677   105955.06     13.1368
  49   4   -529.46339140      0.48374316   106169.35      0.48374673   106170.13     13.1634

--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -527.04425419     -0.00000354       -0.78      0.00000000        0.00      0.0000
   2   1   -526.62169404      0.42255661    92740.46      0.42256015    92741.23     11.4984
   3   1   -526.61941350      0.42483715    93240.98      0.42484069    93241.75     11.5605
   4   1   -526.61308167      0.43116898    94630.65      0.43117252    94631.43     11.7328
   5   1   -526.56850649      0.47574416   104413.77      0.47574770   104414.55     12.9458
   6   1   -526.56811268      0.47613797   104500.20      0.47614151   104500.98     12.9565
   7   1   -526.56810262      0.47614803   104502.41      0.47615157   104503.19     12.9567
   8   1   -526.56582278      0.47842787   105002.78      0.47843141   105003.56     13.0188
   9   1   -526.56581358      0.47843707   105004.80      0.47844061   105005.58     13.0190
  10   1   -526.56169757      0.48255308   105908.16      0.48255662   105908.94     13.1310
  11   1   -526.56132768      0.48292297   105989.34      0.48292651   105990.12     13.1411
  12   1   -526.56132066      0.48293000   105990.88      0.48293353   105991.66     13.1413
  13   1   -526.54954565      0.49470501   108575.20      0.49470854   108575.97     13.4617
 
  14   2   -526.62167600      0.42257466    92744.42      0.42257819    92745.19     11.4989
  15   2   -526.61938412      0.42486653    93247.42      0.42487007    93248.20     11.5613
  16   2   -526.61303144      0.43121921    94641.68      0.43122275    94642.45     11.7342
  17   2   -526.57473471      0.46951594   103046.84      0.46951948   103047.61     12.7763
  18   2   -526.56849911      0.47575154   104415.39      0.47575508   104416.17     12.9460
  19   2   -526.56847772      0.47577293   104420.09      0.47577647   104420.86     12.9465
  20   2   -526.56808024      0.47617042   104507.33      0.47617395   104508.10     12.9574
  21   2   -526.56595159      0.47829906   104974.51      0.47830260   104975.29     13.0153
  22   2   -526.56580231      0.47844834   105007.27      0.47845188   105008.05     13.0193
  23   2   -526.56154385      0.48270680   105941.90      0.48271034   105942.67     13.1352
  24   2   -526.56130781      0.48294284   105993.70      0.48294638   105994.48     13.1416
  25   2   -526.56036315      0.48388751   106201.03      0.48389104   106201.81     13.1673
 
  26   3   -526.62167603      0.42257462    92744.41      0.42257816    92745.19     11.4989
  27   3   -526.61938408      0.42486658    93247.43      0.42487011    93248.21     11.5613
  28   3   -526.61303145      0.43121920    94641.67      0.43122274    94642.45     11.7342
  29   3   -526.57473471      0.46951594   103046.84      0.46951948   103047.61     12.7763
  30   3   -526.56849913      0.47575152   104415.39      0.47575506   104416.17     12.9460
  31   3   -526.56847773      0.47577292   104420.09      0.47577646   104420.86     12.9465
  32   3   -526.56808020      0.47617045   104507.33      0.47617399   104508.11     12.9574
  33   3   -526.56595158      0.47829907   104974.51      0.47830261   104975.29     13.0153
  34   3   -526.56580231      0.47844834   105007.27      0.47845188   105008.05     13.0193
  35   3   -526.56154387      0.48270679   105941.89      0.48271032   105942.67     13.1352
  36   3   -526.56130780      0.48294285   105993.70      0.48294638   105994.48     13.1416
  37   3   -526.56036315      0.48388751   106201.03      0.48389104   106201.81     13.1673
 
  38   4   -526.62169404      0.42255661    92740.46      0.42256015    92741.23     11.4984
  39   4   -526.62166990      0.42258075    92745.75      0.42258429    92746.53     11.4991
  40   4   -526.61574028      0.42851038    94047.16      0.42851391    94047.93     11.6605
  41   4   -526.57473473      0.46951592   103046.83      0.46951946   103047.61     12.7763
  42   4   -526.56849635      0.47575431   104416.00      0.47575784   104416.78     12.9460
  43   4   -526.56849448      0.47575617   104416.41      0.47575971   104417.19     12.9461
  44   4   -526.56806663      0.47618402   104510.31      0.47618756   104511.09     12.9577
  45   4   -526.56594506      0.47830559   104975.94      0.47830913   104976.72     13.0155
  46   4   -526.56580598      0.47844467   105006.47      0.47844821   105007.24     13.0192
  47   4   -526.56155119      0.48269946   105940.29      0.48270300   105941.06     13.1350
  48   4   -526.56129883      0.48295182   105995.67      0.48295536   105996.45     13.1419
  49   4   -526.56035899      0.48389166   106201.94      0.48389520   106202.72     13.1675

--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -529.94713608     -0.00000357       -0.78      0.00000000        0.00      0.0000
   2   1   -529.52471941      0.42241310    92708.96      0.42241667    92709.74     11.4945
   3   1   -529.52243965      0.42469286    93209.31      0.42469642    93210.09     11.5566
   4   1   -529.51610814      0.43102437    94598.92      0.43102794    94599.70     11.7289
   5   1   -529.47153448      0.47559803   104381.70      0.47560160   104382.48     12.9418
   6   1   -529.47115660      0.47597590   104464.64      0.47597947   104465.42     12.9521
   7   1   -529.47110043      0.47603208   104476.97      0.47603565   104477.75     12.9536
   8   1   -529.46885844      0.47827407   104969.02      0.47827764   104969.81     13.0146
   9   1   -529.46879750      0.47833501   104982.40      0.47833858   104983.18     13.0163
  10   1   -529.46470357      0.48242894   105880.91      0.48243251   105881.70     13.1277
  11   1   -529.46438485      0.48274766   105950.86      0.48275123   105951.65     13.1363
  12   1   -529.46428160      0.48285091   105973.52      0.48285448   105974.31     13.1391
  13   1   -529.45245640      0.49467611   108568.86      0.49467968   108569.64     13.4609
 
  14   2   -529.52470699      0.42242552    92711.69      0.42242909    92712.47     11.4949
  15   2   -529.52241118      0.42472133    93215.56      0.42472490    93216.34     11.5574
  16   2   -529.51605061      0.43108190    94611.54      0.43108547    94612.32     11.7304
  17   2   -529.47775662      0.46937589   103016.10      0.46937945   103016.88     12.7725
  18   2   -529.47155568      0.47557683   104377.05      0.47558040   104377.83     12.9412
  19   2   -529.47149152      0.47564099   104391.13      0.47564456   104391.91     12.9429
  20   2   -529.47108424      0.47604827   104480.52      0.47605184   104481.30     12.9540
  21   2   -529.46896022      0.47817229   104946.69      0.47817585   104947.47     13.0118
  22   2   -529.46881295      0.47831956   104979.01      0.47832313   104979.79     13.0158
  23   2   -529.46459226      0.48254025   105905.34      0.48254382   105906.13     13.1307
  24   2   -529.46429423      0.48283828   105970.75      0.48284184   105971.54     13.1388
  25   2   -529.46335656      0.48377595   106176.55      0.48377952   106177.33     13.1643
 
  26   3   -529.52470690      0.42242560    92711.70      0.42242917    92712.49     11.4949
  27   3   -529.52241129      0.42472122    93215.53      0.42472479    93216.32     11.5573
  28   3   -529.51605058      0.43108193    94611.55      0.43108549    94612.33     11.7304
  29   3   -529.47775662      0.46937589   103016.10      0.46937946   103016.88     12.7725
  30   3   -529.47155568      0.47557682   104377.05      0.47558039   104377.83     12.9412
  31   3   -529.47149145      0.47564106   104391.14      0.47564462   104391.93     12.9429
  32   3   -529.47108431      0.47604820   104480.50      0.47605177   104481.29     12.9540
  33   3   -529.46896023      0.47817228   104946.68      0.47817585   104947.47     13.0118
  34   3   -529.46881294      0.47831957   104979.01      0.47832314   104979.79     13.0158
  35   3   -529.46459224      0.48254027   105905.35      0.48254384   105906.13     13.1307
  36   3   -529.46429425      0.48283826   105970.75      0.48284183   105971.53     13.1388
  37   3   -529.46335656      0.48377595   106176.55      0.48377952   106177.33     13.1643
 
  38   4   -529.52471941      0.42241310    92708.96      0.42241667    92709.74     11.4945
  39   4   -529.52470274      0.42242977    92712.62      0.42243334    92713.40     11.4950
  40   4   -529.51876608      0.42836643    94015.56      0.42837000    94016.35     11.6565
  41   4   -529.47775634      0.46937617   103016.16      0.46937974   103016.95     12.7725
  42   4   -529.47152220      0.47561031   104384.40      0.47561388   104385.18     12.9421
  43   4   -529.47147386      0.47565864   104395.01      0.47566221   104395.79     12.9434
  44   4   -529.47112263      0.47600988   104472.09      0.47601345   104472.88     12.9530
  45   4   -529.46900478      0.47812773   104936.91      0.47813130   104937.69     13.0106
  46   4   -529.46878156      0.47835095   104985.90      0.47835451   104986.68     13.0167
  47   4   -529.46450910      0.48262341   105923.59      0.48262698   105924.38     13.1329
  48   4   -529.46436354      0.48276897   105955.54      0.48277254   105956.33     13.1369
  49   4   -529.46337153      0.48376098   106173.26      0.48376455   106174.05     13.1639

--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -527.04425421     -0.00000354       -0.78      0.00000000        0.00      0.0000
   2   1   -526.62169412      0.42255655    92740.44      0.42256009    92741.22     11.4984
   3   1   -526.61941357      0.42483710    93240.97      0.42484064    93241.74     11.5605
   4   1   -526.61308172      0.43116896    94630.65      0.43117250    94631.43     11.7328
   5   1   -526.56850779      0.47574288   104413.49      0.47574642   104414.27     12.9457
   6   1   -526.56811417      0.47613650   104499.88      0.47614004   104500.66     12.9564
   7   1   -526.56810354      0.47614714   104502.22      0.47615068   104502.99     12.9567
   8   1   -526.56582444      0.47842624   105002.42      0.47842978   105003.20     13.0187
   9   1   -526.56581453      0.47843615   105004.60      0.47843969   105005.37     13.0190
  10   1   -526.56169900      0.48255168   105907.85      0.48255522   105908.63     13.1310
  11   1   -526.56132932      0.48292136   105988.99      0.48292490   105989.76     13.1411
  12   1   -526.56132155      0.48292913   105990.69      0.48293267   105991.47     13.1413
  13   1   -526.54954700      0.49470368   108574.91      0.49470721   108575.68     13.4617
 
  14   2   -526.62167605      0.42257462    92744.41      0.42257816    92745.19     11.4989
  15   2   -526.61938419      0.42486649    93247.42      0.42487003    93248.19     11.5613
  16   2   -526.61303151      0.43121916    94641.67      0.43122270    94642.44     11.7342
  17   2   -526.57473608      0.46951460   103046.54      0.46951814   103047.32     12.7762
  18   2   -526.56850057      0.47575011   104415.08      0.47575365   104415.86     12.9459
  19   2   -526.56847846      0.47577221   104419.93      0.47577575   104420.71     12.9465
  20   2   -526.56808161      0.47616906   104507.03      0.47617260   104507.81     12.9573
  21   2   -526.56595314      0.47829753   104974.17      0.47830107   104974.95     13.0152
  22   2   -526.56580344      0.47844724   105007.03      0.47845077   105007.81     13.0193
  23   2   -526.56154494      0.48270574   105941.66      0.48270928   105942.44     13.1352
  24   2   -526.56130931      0.48294137   105993.38      0.48294490   105994.15     13.1416
  25   2   -526.56036459      0.48388609   106200.72      0.48388962   106201.50     13.1673
 
  26   3   -526.62167609      0.42257459    92744.40      0.42257813    92745.18     11.4989
  27   3   -526.61938414      0.42486654    93247.43      0.42487008    93248.20     11.5613
  28   3   -526.61303153      0.43121915    94641.66      0.43122269    94642.44     11.7342
  29   3   -526.57473608      0.46951460   103046.54      0.46951814   103047.32     12.7762
  30   3   -526.56850059      0.47575009   104415.07      0.47575363   104415.85     12.9459
  31   3   -526.56847847      0.47577221   104419.93      0.47577574   104420.71     12.9465
  32   3   -526.56808158      0.47616909   104507.04      0.47617263   104507.81     12.9573
  33   3   -526.56595314      0.47829754   104974.17      0.47830107   104974.95     13.0152
  34   3   -526.56580345      0.47844723   105007.03      0.47845077   105007.81     13.0193
  35   3   -526.56154495      0.48270573   105941.66      0.48270926   105942.44     13.1352
  36   3   -526.56130930      0.48294137   105993.38      0.48294491   105994.16     13.1416
  37   3   -526.56036459      0.48388609   106200.72      0.48388963   106201.50     13.1673
 
  38   4   -526.62169412      0.42255655    92740.44      0.42256009    92741.22     11.4984
  39   4   -526.62166995      0.42258073    92745.75      0.42258427    92746.53     11.4991
  40   4   -526.61574034      0.42851033    94047.15      0.42851387    94047.92     11.6605
  41   4   -526.57473610      0.46951457   103046.54      0.46951811   103047.31     12.7762
  42   4   -526.56849767      0.47575301   104415.72      0.47575654   104416.49     12.9460
  43   4   -526.56849602      0.47575466   104416.08      0.47575820   104416.85     12.9460
  44   4   -526.56806753      0.47618314   104510.12      0.47618668   104510.90     12.9577
  45   4   -526.56594596      0.47830472   104975.75      0.47830826   104976.53     13.0154
  46   4   -526.56580763      0.47844304   105006.11      0.47844658   105006.89     13.0192
  47   4   -526.56155298      0.48269769   105939.90      0.48270123   105940.67     13.1350
  48   4   -526.56129972      0.48295095   105995.48      0.48295449   105996.26     13.1419
  49   4   -526.56036025      0.48389042   106201.67      0.48389396   106202.45     13.1674

--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -529.94713248     -0.00000357       -0.78      0.00000000        0.00      0.0000
   2   1   -529.52470292      0.42242599    92711.79      0.42242957    92712.57     11.4949
   3   1   -529.52242351      0.42470540    93212.06      0.42470897    93212.85     11.5569
   4   1   -529.51609262      0.43103629    94601.53      0.43103986    94602.31     11.7292
   5   1   -529.47150784      0.47562107   104386.76      0.47562465   104387.54     12.9424
   6   1   -529.47113737      0.47599154   104468.07      0.47599511   104468.85     12.9525
   7   1   -529.47105636      0.47607255   104485.85      0.47607612   104486.63     12.9547
   8   1   -529.46883627      0.47829264   104973.10      0.47829621   104973.88     13.0151
   9   1   -529.46874932      0.47837959   104992.18      0.47838316   104992.97     13.0175
  10   1   -529.46467297      0.48245594   105886.84      0.48245951   105887.62     13.1284
  11   1   -529.46437193      0.48275698   105952.91      0.48276055   105953.69     13.1366
  12   1   -529.46422302      0.48290589   105985.59      0.48290947   105986.38     13.1406
  13   1   -529.45240199      0.49472692   108580.01      0.49473049   108580.79     13.4623
 
  14   2   -529.52469150      0.42243741    92714.30      0.42244098    92715.08     11.4952
  15   2   -529.52239496      0.42473395    93218.33      0.42473752    93219.11     11.5577
